"Step","stellar-cloud-1 - train/loss","stellar-cloud-1 - train/loss__MIN","stellar-cloud-1 - train/loss__MAX"
"5716","1.4858","1.4858","1.4858"
"5717","1.5715","1.5715","1.5715"
"5718","1.362","1.362","1.362"
"5719","1.5238","1.5238","1.5238"
"5720","1.2113","1.2113","1.2113"
"5721","1.7765","1.7765","1.7765"
"5722","1.6421","1.6421","1.6421"
"5723","1.2332","1.2332","1.2332"
"5724","1.5967","1.5967","1.5967"
"5725","1.6347","1.6347","1.6347"
"5726","1.5845","1.5845","1.5845"
"5727","1.2495","1.2495","1.2495"
"5728","1.3563","1.3563","1.3563"
"5729","1.8984","1.8984","1.8984"
"5730","1.6896","1.6896","1.6896"
"5731","1.4118","1.4118","1.4118"
"5732","1.3531","1.3531","1.3531"
"5733","1.6038","1.6038","1.6038"
"5734","1.4458","1.4458","1.4458"
"5735","1.8163","1.8163","1.8163"
"5736","1.6316","1.6316","1.6316"
"5737","1.5315","1.5315","1.5315"
"5738","1.4581","1.4581","1.4581"
"5739","1.1035","1.1035","1.1035"
"5740","1.4983","1.4983","1.4983"
"5741","1.5495","1.5495","1.5495"
"5742","1.3652","1.3652","1.3652"
"5743","1.2361","1.2361","1.2361"
"5744","1.434","1.434","1.434"
"5745","1.4551","1.4551","1.4551"
"5746","1.2895","1.2895","1.2895"
"5747","1.3689","1.3689","1.3689"
"5748","1.5762","1.5762","1.5762"
"5749","1.5361","1.5361","1.5361"
"5750","1.6983","1.6983","1.6983"
"5751","1.8332","1.8332","1.8332"
"5752","2.0878","2.0878","2.0878"
"5753","1.8168","1.8168","1.8168"
"5754","1.5577","1.5577","1.5577"
"5755","1.0642","1.0642","1.0642"
"5756","1.6268","1.6268","1.6268"
"5757","1.7008","1.7008","1.7008"
"5758","1.4102","1.4102","1.4102"
"5759","1.4373","1.4373","1.4373"
"5760","1.8094","1.8094","1.8094"
"5761","1.5191","1.5191","1.5191"
"5762","1.1987","1.1987","1.1987"
"5763","1.3155","1.3155","1.3155"
"5764","0.9691","0.9691","0.9691"
"5765","1.7271","1.7271","1.7271"
"5766","1.2376","1.2376","1.2376"
"5767","1.5539","1.5539","1.5539"
"5768","1.2227","1.2227","1.2227"
"5769","1.3072","1.3072","1.3072"
"5770","1.5","1.5","1.5"
"5771","1.2671","1.2671","1.2671"
"5772","1.4096","1.4096","1.4096"
"5773","1.5629","1.5629","1.5629"
"5774","1.6568","1.6568","1.6568"
"5775","1.7774","1.7774","1.7774"
"5776","1.3464","1.3464","1.3464"
"5777","1.0058","1.0058","1.0058"
"5778","1.5776","1.5776","1.5776"
"5779","1.3151","1.3151","1.3151"
"5780","2.226","2.226","2.226"
"5781","1.5654","1.5654","1.5654"
"5782","1.4882","1.4882","1.4882"
"5783","0.9953","0.9953","0.9953"
"5784","1.5956","1.5956","1.5956"
"5785","1.7065","1.7065","1.7065"
"5786","1.4604","1.4604","1.4604"
"5787","1.5964","1.5964","1.5964"
"5788","1.4822","1.4822","1.4822"
"5789","1.1838","1.1838","1.1838"
"5790","1.327","1.327","1.327"
"5791","1.7331","1.7331","1.7331"
"5792","1.6009","1.6009","1.6009"
"5793","1.7385","1.7385","1.7385"
"5794","1.2911","1.2911","1.2911"
"5795","1.5058","1.5058","1.5058"
"5796","1.2996","1.2996","1.2996"
"5797","1.4053","1.4053","1.4053"
"5798","1.159","1.159","1.159"
"5799","1.5188","1.5188","1.5188"
"5800","1.4518","1.4518","1.4518"
"5801","1.5551","1.5551","1.5551"
"5802","1.7463","1.7463","1.7463"
"5803","1.3411","1.3411","1.3411"
"5804","1.3676","1.3676","1.3676"
"5805","1.3353","1.3353","1.3353"
"5806","1.6215","1.6215","1.6215"
"5807","1.4943","1.4943","1.4943"
"5808","1.2174","1.2174","1.2174"
"5809","1.4514","1.4514","1.4514"
"5810","1.2442","1.2442","1.2442"
"5811","1.3416","1.3416","1.3416"
"5812","1.0275","1.0275","1.0275"
"5813","1.4083","1.4083","1.4083"
"5814","1.3554","1.3554","1.3554"
"5815","1.4214","1.4214","1.4214"
"5816","1.7497","1.7497","1.7497"
"5817","1.41","1.41","1.41"
"5818","1.2532","1.2532","1.2532"
"5819","1.7303","1.7303","1.7303"
"5820","1.3461","1.3461","1.3461"
"5821","1.5184","1.5184","1.5184"
"5822","1.5752","1.5752","1.5752"
"5823","1.2684","1.2684","1.2684"
"5824","1.105","1.105","1.105"
"5825","1.1564","1.1564","1.1564"
"5826","1.7342","1.7342","1.7342"
"5827","1.0022","1.0022","1.0022"
"5828","1.892","1.892","1.892"
"5829","1.3553","1.3553","1.3553"
"5830","1.4214","1.4214","1.4214"
"5831","1.5903","1.5903","1.5903"
"5832","1.6039","1.6039","1.6039"
"5833","1.5494","1.5494","1.5494"
"5834","1.6548","1.6548","1.6548"
"5835","1.2112","1.2112","1.2112"
"5836","1.6867","1.6867","1.6867"
"5837","1.6656","1.6656","1.6656"
"5838","1.5793","1.5793","1.5793"
"5839","1.3838","1.3838","1.3838"
"5840","0.8982","0.8982","0.8982"
"5841","1.2194","1.2194","1.2194"
"5842","1.9744","1.9744","1.9744"
"5843","1.3895","1.3895","1.3895"
"5844","1.4266","1.4266","1.4266"
"5845","2.1079","2.1079","2.1079"
"5846","1.4932","1.4932","1.4932"
"5847","1.4551","1.4551","1.4551"
"5848","1.7147","1.7147","1.7147"
"5849","1.527","1.527","1.527"
"5850","1.2738","1.2738","1.2738"
"5851","1.434","1.434","1.434"
"5852","1.1697","1.1697","1.1697"
"5853","1.5554","1.5554","1.5554"
"5854","1.5195","1.5195","1.5195"
"5855","1.3305","1.3305","1.3305"
"5856","1.1411","1.1411","1.1411"
"5857","1.7315","1.7315","1.7315"
"5858","1.4425","1.4425","1.4425"
"5859","1.6548","1.6548","1.6548"
"5860","1.4712","1.4712","1.4712"
"5861","1.5614","1.5614","1.5614"
"5862","1.2468","1.2468","1.2468"
"5863","1.6338","1.6338","1.6338"
"5864","1.3272","1.3272","1.3272"
"5865","1.2313","1.2313","1.2313"
"5866","1.209","1.209","1.209"
"5867","1.4624","1.4624","1.4624"
"5868","1.1125","1.1125","1.1125"
"5869","1.5007","1.5007","1.5007"
"5870","1.1347","1.1347","1.1347"
"5871","1.4837","1.4837","1.4837"
"5872","2.6605","2.6605","2.6605"
"5873","1.2745","1.2745","1.2745"
"5874","1.1224","1.1224","1.1224"
"5875","2.1466","2.1466","2.1466"
"5876","1.5957","1.5957","1.5957"
"5877","1.5155","1.5155","1.5155"
"5878","1.2822","1.2822","1.2822"
"5879","1.4371","1.4371","1.4371"
"5880","1.1461","1.1461","1.1461"
"5881","1.7028","1.7028","1.7028"
"5882","1.7129","1.7129","1.7129"
"5883","1.6231","1.6231","1.6231"
"5884","1.0601","1.0601","1.0601"
"5885","1.4262","1.4262","1.4262"
"5886","1.9193","1.9193","1.9193"
"5887","1.5972","1.5972","1.5972"
"5888","1.1289","1.1289","1.1289"
"5889","1.4838","1.4838","1.4838"
"5890","1.6488","1.6488","1.6488"
"5891","1.5655","1.5655","1.5655"
"5892","1.1857","1.1857","1.1857"
"5893","1.5266","1.5266","1.5266"
"5894","1.7421","1.7421","1.7421"
"5895","1.3486","1.3486","1.3486"
"5896","1.2831","1.2831","1.2831"
"5897","1.1791","1.1791","1.1791"
"5898","1.5328","1.5328","1.5328"
"5899","1.361","1.361","1.361"
"5900","1.5497","1.5497","1.5497"
"5901","1.0986","1.0986","1.0986"
"5902","1.9038","1.9038","1.9038"
"5903","1.9361","1.9361","1.9361"
"5904","0.865","0.865","0.865"
"5905","1.2928","1.2928","1.2928"
"5906","1.2792","1.2792","1.2792"
"5907","1.1891","1.1891","1.1891"
"5908","1.6427","1.6427","1.6427"
"5909","1.4683","1.4683","1.4683"
"5910","1.8823","1.8823","1.8823"
"5911","1.3681","1.3681","1.3681"
"5912","1.8319","1.8319","1.8319"
"5913","1.1876","1.1876","1.1876"
"5914","1.3062","1.3062","1.3062"
"5915","1.3483","1.3483","1.3483"
"5916","1.7402","1.7402","1.7402"
"5917","1.8103","1.8103","1.8103"
"5918","1.5105","1.5105","1.5105"
"5919","1.5991","1.5991","1.5991"
"5920","1.4619","1.4619","1.4619"
"5921","1.1154","1.1154","1.1154"
"5922","1.9795","1.9795","1.9795"
"5923","1.2698","1.2698","1.2698"
"5924","1.2977","1.2977","1.2977"
"5925","1.8702","1.8702","1.8702"
"5926","1.6184","1.6184","1.6184"
"5927","1.5833","1.5833","1.5833"
"5928","1.2677","1.2677","1.2677"
"5929","1.343","1.343","1.343"
"5930","1.5199","1.5199","1.5199"
"5931","1.9134","1.9134","1.9134"
"5932","1.4962","1.4962","1.4962"
"5933","1.5912","1.5912","1.5912"
"5934","1.3168","1.3168","1.3168"
"5935","1.452","1.452","1.452"
"5936","1.2061","1.2061","1.2061"
"5937","1.1753","1.1753","1.1753"
"5938","1.4309","1.4309","1.4309"
"5939","1.3484","1.3484","1.3484"
"5940","1.9382","1.9382","1.9382"
"5941","1.3204","1.3204","1.3204"
"5942","1.7652","1.7652","1.7652"
"5943","1.1712","1.1712","1.1712"
"5944","1.1952","1.1952","1.1952"
"5945","1.3746","1.3746","1.3746"
"5946","1.8267","1.8267","1.8267"
"5947","1.5493","1.5493","1.5493"
"5948","1.3849","1.3849","1.3849"
"5949","1.6739","1.6739","1.6739"
"5950","1.5999","1.5999","1.5999"
"5951","1.5464","1.5464","1.5464"
"5952","1.2995","1.2995","1.2995"
"5953","1.744","1.744","1.744"
"5954","1.5228","1.5228","1.5228"
"5955","1.3869","1.3869","1.3869"
"5956","1.4356","1.4356","1.4356"
"5957","1.4914","1.4914","1.4914"
"5958","1.0542","1.0542","1.0542"
"5959","1.5748","1.5748","1.5748"
"5960","1.4846","1.4846","1.4846"
"5961","1.3423","1.3423","1.3423"
"5962","1.5465","1.5465","1.5465"
"5963","1.1538","1.1538","1.1538"
"5964","1.9125","1.9125","1.9125"
"5965","1.2591","1.2591","1.2591"
"5966","1.2664","1.2664","1.2664"
"5967","1.3802","1.3802","1.3802"
"5968","1.7081","1.7081","1.7081"
"5969","1.319","1.319","1.319"
"5970","1.8123","1.8123","1.8123"
"5971","1.3698","1.3698","1.3698"
"5972","1.9695","1.9695","1.9695"
"5973","1.5734","1.5734","1.5734"
"5974","1.2363","1.2363","1.2363"
"5975","1.151","1.151","1.151"
"5976","1.6489","1.6489","1.6489"
"5977","1.9402","1.9402","1.9402"
"5978","1.4647","1.4647","1.4647"
"5979","1.7446","1.7446","1.7446"
"5980","1.5619","1.5619","1.5619"
"5981","1.6048","1.6048","1.6048"
"5982","1.7442","1.7442","1.7442"
"5983","1.5085","1.5085","1.5085"
"5984","1.8672","1.8672","1.8672"
"5985","1.9109","1.9109","1.9109"
"5986","1.7309","1.7309","1.7309"
"5987","1.534","1.534","1.534"
"5988","1.9997","1.9997","1.9997"
"5989","1.5983","1.5983","1.5983"
"5990","1.3616","1.3616","1.3616"
"5991","1.0404","1.0404","1.0404"
"5992","1.6046","1.6046","1.6046"
"5993","1.4957","1.4957","1.4957"
"5994","1.519","1.519","1.519"
"5995","2.0223","2.0223","2.0223"
"5996","1.2946","1.2946","1.2946"
"5997","1.796","1.796","1.796"
"5998","1.5367","1.5367","1.5367"
"5999","1.1983","1.1983","1.1983"
"6000","1.3762","1.3762","1.3762"
"6001","0.8782","0.8782","0.8782"
"6002","1.3433","1.3433","1.3433"
"6003","1.1855","1.1855","1.1855"
"6004","1.2495","1.2495","1.2495"
"6005","1.2309","1.2309","1.2309"
"6006","1.4159","1.4159","1.4159"
"6007","1.1379","1.1379","1.1379"
"6008","1.6628","1.6628","1.6628"
"6009","1.1052","1.1052","1.1052"
"6010","1.793","1.793","1.793"
"6011","1.3829","1.3829","1.3829"
"6012","1.4251","1.4251","1.4251"
"6013","1.6202","1.6202","1.6202"
"6014","1.7524","1.7524","1.7524"
"6015","1.5525","1.5525","1.5525"
"6016","1.5201","1.5201","1.5201"
"6017","1.2288","1.2288","1.2288"
"6018","1.3247","1.3247","1.3247"
"6019","1.1175","1.1175","1.1175"
"6020","1.2188","1.2188","1.2188"
"6021","1.3992","1.3992","1.3992"
"6022","1.9116","1.9116","1.9116"
"6023","1.7008","1.7008","1.7008"
"6024","1.4179","1.4179","1.4179"
"6025","1.2966","1.2966","1.2966"
"6026","1.2856","1.2856","1.2856"
"6027","1.317","1.317","1.317"
"6028","1.4304","1.4304","1.4304"
"6029","1.2241","1.2241","1.2241"
"6030","1.3969","1.3969","1.3969"
"6031","1.3557","1.3557","1.3557"
"6032","1.2185","1.2185","1.2185"
"6033","1.3463","1.3463","1.3463"
"6034","1.9119","1.9119","1.9119"
"6035","1.4667","1.4667","1.4667"
"6036","1.2236","1.2236","1.2236"
"6037","1.3286","1.3286","1.3286"
"6038","1.721","1.721","1.721"
"6039","1.3058","1.3058","1.3058"
"6040","1.757","1.757","1.757"
"6041","1.6338","1.6338","1.6338"
"6042","1.6573","1.6573","1.6573"
"6043","1.4045","1.4045","1.4045"
"6044","1.6606","1.6606","1.6606"
"6045","1.6134","1.6134","1.6134"
"6046","1.5142","1.5142","1.5142"
"6047","1.2794","1.2794","1.2794"
"6048","1.6334","1.6334","1.6334"
"6049","1.7103","1.7103","1.7103"
"6050","1.5084","1.5084","1.5084"
"6051","1.1087","1.1087","1.1087"
"6052","1.6167","1.6167","1.6167"
"6053","1.6074","1.6074","1.6074"
"6054","1.5686","1.5686","1.5686"
"6055","1.7324","1.7324","1.7324"
"6056","1.3474","1.3474","1.3474"
"6057","1.6334","1.6334","1.6334"
"6058","1.8742","1.8742","1.8742"
"6059","1.6834","1.6834","1.6834"
"6060","1.2987","1.2987","1.2987"
"6061","1.2325","1.2325","1.2325"
"6062","1.5176","1.5176","1.5176"
"6063","1.2324","1.2324","1.2324"
"6064","1.8093","1.8093","1.8093"
"6065","1.5737","1.5737","1.5737"
"6066","1.5603","1.5603","1.5603"
"6067","1.5552","1.5552","1.5552"
"6068","1.7354","1.7354","1.7354"
"6069","1.4876","1.4876","1.4876"
"6070","1.4581","1.4581","1.4581"
"6071","1.2296","1.2296","1.2296"
"6072","1.4879","1.4879","1.4879"
"6073","1.5911","1.5911","1.5911"
"6074","1.7141","1.7141","1.7141"
"6075","0.9497","0.9497","0.9497"
"6076","1.4512","1.4512","1.4512"
"6077","1.4394","1.4394","1.4394"
"6078","1.3541","1.3541","1.3541"
"6079","1.5459","1.5459","1.5459"
"6080","1.4443","1.4443","1.4443"
"6081","1.7445","1.7445","1.7445"
"6082","1.3486","1.3486","1.3486"
"6083","1.657","1.657","1.657"
"6084","1.4059","1.4059","1.4059"
"6085","1.1291","1.1291","1.1291"
"6086","1.6261","1.6261","1.6261"
"6087","1.5517","1.5517","1.5517"
"6088","1.1214","1.1214","1.1214"
"6089","1.6469","1.6469","1.6469"
"6090","1.7024","1.7024","1.7024"
"6091","1.1919","1.1919","1.1919"
"6092","1.0033","1.0033","1.0033"
"6093","1.0236","1.0236","1.0236"
"6094","1.0246","1.0246","1.0246"
"6095","1.4083","1.4083","1.4083"
"6096","1.507","1.507","1.507"
"6097","1.4985","1.4985","1.4985"
"6098","1.3062","1.3062","1.3062"
"6099","1.0828","1.0828","1.0828"
"6100","1.5205","1.5205","1.5205"
"6101","1.596","1.596","1.596"
"6102","1.7085","1.7085","1.7085"
"6103","1.3881","1.3881","1.3881"
"6104","1.1885","1.1885","1.1885"
"6105","1.5405","1.5405","1.5405"
"6106","1.0937","1.0937","1.0937"
"6107","1.8068","1.8068","1.8068"
"6108","1.3059","1.3059","1.3059"
"6109","1.0772","1.0772","1.0772"
"6110","1.1951","1.1951","1.1951"
"6111","1.2327","1.2327","1.2327"
"6112","0.9486","0.9486","0.9486"
"6113","1.2222","1.2222","1.2222"
"6114","1.5497","1.5497","1.5497"
"6115","1.3475","1.3475","1.3475"
"6116","0.9363","0.9363","0.9363"
"6117","1.5558","1.5558","1.5558"
"6118","1.5739","1.5739","1.5739"
"6119","1.3262","1.3262","1.3262"
"6120","1.6617","1.6617","1.6617"
"6121","1.161","1.161","1.161"
"6122","1.4695","1.4695","1.4695"
"6123","1.9744","1.9744","1.9744"
"6124","1.2618","1.2618","1.2618"
"6125","1.2978","1.2978","1.2978"
"6126","1.1759","1.1759","1.1759"
"6127","1.4813","1.4813","1.4813"
"6128","1.6957","1.6957","1.6957"
"6129","1.4035","1.4035","1.4035"
"6130","1.4812","1.4812","1.4812"
"6131","1.4259","1.4259","1.4259"
"6132","1.5599","1.5599","1.5599"
"6133","1.7987","1.7987","1.7987"
"6134","1.2224","1.2224","1.2224"
"6135","1.5766","1.5766","1.5766"
"6136","1.2847","1.2847","1.2847"
"6137","1.5958","1.5958","1.5958"
"6138","1.3541","1.3541","1.3541"
"6139","1.1628","1.1628","1.1628"
"6140","1.5446","1.5446","1.5446"
"6141","1.3454","1.3454","1.3454"
"6142","1.4633","1.4633","1.4633"
"6143","1.1879","1.1879","1.1879"
"6144","1.4411","1.4411","1.4411"
"6145","1.1636","1.1636","1.1636"
"6146","1.2235","1.2235","1.2235"
"6147","1.3773","1.3773","1.3773"
"6148","1.4984","1.4984","1.4984"
"6149","1.1267","1.1267","1.1267"
"6150","1.2148","1.2148","1.2148"
"6151","1.1973","1.1973","1.1973"
"6152","1.5096","1.5096","1.5096"
"6153","1.299","1.299","1.299"
"6154","1.7116","1.7116","1.7116"
"6155","0.9302","0.9302","0.9302"
"6156","1.191","1.191","1.191"
"6157","1.6181","1.6181","1.6181"
"6158","1.4666","1.4666","1.4666"
"6159","1.3259","1.3259","1.3259"
"6160","1.1682","1.1682","1.1682"
"6161","1.4389","1.4389","1.4389"
"6162","0.9972","0.9972","0.9972"
"6163","0.9802","0.9802","0.9802"
"6164","1.1747","1.1747","1.1747"
"6165","1.6338","1.6338","1.6338"
"6166","1.1154","1.1154","1.1154"
"6167","1.6004","1.6004","1.6004"
"6168","1.4332","1.4332","1.4332"
"6169","1.5865","1.5865","1.5865"
"6170","1.9416","1.9416","1.9416"
"6171","1.2999","1.2999","1.2999"
"6172","1.0337","1.0337","1.0337"
"6173","1.7168","1.7168","1.7168"
"6174","1.4609","1.4609","1.4609"
"6175","1.0241","1.0241","1.0241"
"6176","1.3922","1.3922","1.3922"
"6177","1.5483","1.5483","1.5483"
"6178","1.3786","1.3786","1.3786"
"6179","1.4404","1.4404","1.4404"
"6180","1.353","1.353","1.353"
"6181","1.278","1.278","1.278"
"6182","1.7125","1.7125","1.7125"
"6183","1.6711","1.6711","1.6711"
"6184","1.5355","1.5355","1.5355"
"6185","1.6443","1.6443","1.6443"
"6186","1.3841","1.3841","1.3841"
"6187","1.8745","1.8745","1.8745"
"6188","1.1115","1.1115","1.1115"
"6189","1.6987","1.6987","1.6987"
"6190","1.5962","1.5962","1.5962"
"6191","1.2138","1.2138","1.2138"
"6192","0.9203","0.9203","0.9203"
"6193","1.3551","1.3551","1.3551"
"6194","1.4018","1.4018","1.4018"
"6195","1.2021","1.2021","1.2021"
"6196","1.6565","1.6565","1.6565"
"6197","1.4481","1.4481","1.4481"
"6198","1.3178","1.3178","1.3178"
"6199","1.6457","1.6457","1.6457"
"6200","1.4284","1.4284","1.4284"
"6201","1.6258","1.6258","1.6258"
"6202","1.4661","1.4661","1.4661"
"6203","1.4426","1.4426","1.4426"
"6204","1.2144","1.2144","1.2144"
"6205","1.1274","1.1274","1.1274"
"6206","1.3927","1.3927","1.3927"
"6207","1.5898","1.5898","1.5898"
"6208","1.4088","1.4088","1.4088"
"6209","1.5188","1.5188","1.5188"
"6210","1.1665","1.1665","1.1665"
"6211","1.9279","1.9279","1.9279"
"6212","1.7183","1.7183","1.7183"
"6213","1.8566","1.8566","1.8566"
"6214","1.2977","1.2977","1.2977"
"6215","1.6628","1.6628","1.6628"
"6216","1.486","1.486","1.486"
"6217","1.5751","1.5751","1.5751"
"6218","1.4326","1.4326","1.4326"
"6219","1.1631","1.1631","1.1631"
"6220","1.3297","1.3297","1.3297"
"6221","1.5888","1.5888","1.5888"
"6222","1.5942","1.5942","1.5942"
"6223","1.3746","1.3746","1.3746"
"6224","1.6204","1.6204","1.6204"
"6225","1.2451","1.2451","1.2451"
"6226","1.3876","1.3876","1.3876"
"6227","1.5053","1.5053","1.5053"
"6228","1.3488","1.3488","1.3488"
"6229","1.4291","1.4291","1.4291"
"6230","1.228","1.228","1.228"
"6231","1.2276","1.2276","1.2276"
"6232","1.4916","1.4916","1.4916"
"6233","1.4579","1.4579","1.4579"
"6234","1.2795","1.2795","1.2795"
"6235","1.1028","1.1028","1.1028"
"6236","1.4951","1.4951","1.4951"
"6237","1.2754","1.2754","1.2754"
"6238","1.1328","1.1328","1.1328"
"6239","1.106","1.106","1.106"
"6240","1.5694","1.5694","1.5694"
"6241","1.7291","1.7291","1.7291"
"6242","1.2854","1.2854","1.2854"
"6243","1.0696","1.0696","1.0696"
"6244","1.4164","1.4164","1.4164"
"6245","1.9156","1.9156","1.9156"
"6246","1.4023","1.4023","1.4023"
"6247","1.1407","1.1407","1.1407"
"6248","1.4239","1.4239","1.4239"
"6249","1.6845","1.6845","1.6845"
"6250","1.3584","1.3584","1.3584"
"6251","1.3683","1.3683","1.3683"
"6252","1.5201","1.5201","1.5201"
"6253","1.149","1.149","1.149"
"6254","1.5159","1.5159","1.5159"
"6255","1.2019","1.2019","1.2019"
"6256","1.6191","1.6191","1.6191"
"6257","1.5864","1.5864","1.5864"
"6258","1.3995","1.3995","1.3995"
"6259","1.4467","1.4467","1.4467"
"6260","1.2089","1.2089","1.2089"
"6261","1.4243","1.4243","1.4243"
"6262","1.2479","1.2479","1.2479"
"6263","1.2008","1.2008","1.2008"
"6264","1.8622","1.8622","1.8622"
"6265","1.9998","1.9998","1.9998"
"6266","1.294","1.294","1.294"
"6267","2.0765","2.0765","2.0765"
"6268","1.6762","1.6762","1.6762"
"6269","1.3639","1.3639","1.3639"
"6270","1.7075","1.7075","1.7075"
"6271","1.3843","1.3843","1.3843"
"6272","1.74","1.74","1.74"
"6273","1.693","1.693","1.693"
"6274","1.1115","1.1115","1.1115"
"6275","1.5385","1.5385","1.5385"
"6276","1.551","1.551","1.551"
"6277","1.2484","1.2484","1.2484"
"6278","1.4371","1.4371","1.4371"
"6279","1.3539","1.3539","1.3539"
"6280","1.4358","1.4358","1.4358"
"6281","1.8567","1.8567","1.8567"
"6282","1.3364","1.3364","1.3364"
"6283","1.338","1.338","1.338"
"6284","1.4728","1.4728","1.4728"
"6285","1.4853","1.4853","1.4853"
"6286","2.099","2.099","2.099"
"6287","1.3891","1.3891","1.3891"
"6288","1.4296","1.4296","1.4296"
"6289","1.3736","1.3736","1.3736"
"6290","1.4844","1.4844","1.4844"
"6291","1.3856","1.3856","1.3856"
"6292","1.3282","1.3282","1.3282"
"6293","1.4783","1.4783","1.4783"
"6294","1.424","1.424","1.424"
"6295","1.4842","1.4842","1.4842"
"6296","1.4652","1.4652","1.4652"
"6297","1.8516","1.8516","1.8516"
"6298","1.8197","1.8197","1.8197"
"6299","1.541","1.541","1.541"
"6300","1.3153","1.3153","1.3153"
"6301","1.4984","1.4984","1.4984"
"6302","1.543","1.543","1.543"
"6303","1.3523","1.3523","1.3523"
"6304","1.1654","1.1654","1.1654"
"6305","1.3714","1.3714","1.3714"
"6306","1.5956","1.5956","1.5956"
"6307","1.3137","1.3137","1.3137"
"6308","0.9359","0.9359","0.9359"
"6309","1.2219","1.2219","1.2219"
"6310","1.3066","1.3066","1.3066"
"6311","1.7816","1.7816","1.7816"
"6312","1.495","1.495","1.495"
"6313","1.4096","1.4096","1.4096"
"6314","1.9327","1.9327","1.9327"
"6315","1.2145","1.2145","1.2145"
"6316","1.5049","1.5049","1.5049"
"6317","1.4611","1.4611","1.4611"
"6318","1.1138","1.1138","1.1138"
"6319","1.0304","1.0304","1.0304"
"6320","1.2255","1.2255","1.2255"
"6321","1.269","1.269","1.269"
"6322","1.5079","1.5079","1.5079"
"6323","1.3676","1.3676","1.3676"
"6324","1.0585","1.0585","1.0585"
"6325","1.8891","1.8891","1.8891"
"6326","1.7972","1.7972","1.7972"
"6327","1.6969","1.6969","1.6969"
"6328","1.492","1.492","1.492"
"6329","1.7656","1.7656","1.7656"
"6330","1.5237","1.5237","1.5237"
"6331","1.5701","1.5701","1.5701"
"6332","1.3502","1.3502","1.3502"
"6333","1.2226","1.2226","1.2226"
"6334","1.375","1.375","1.375"
"6335","1.4209","1.4209","1.4209"
"6336","1.9642","1.9642","1.9642"
"6337","1.5307","1.5307","1.5307"
"6338","1.3984","1.3984","1.3984"
"6339","1.2617","1.2617","1.2617"
"6340","1.0405","1.0405","1.0405"
"6341","1.4118","1.4118","1.4118"
"6342","1.6683","1.6683","1.6683"
"6343","1.638","1.638","1.638"
"6344","1.3552","1.3552","1.3552"
"6345","1.0811","1.0811","1.0811"
"6346","1.6134","1.6134","1.6134"
"6347","1.5299","1.5299","1.5299"
"6348","1.7165","1.7165","1.7165"
"6349","1.2849","1.2849","1.2849"
"6350","1.8906","1.8906","1.8906"
"6351","1.2105","1.2105","1.2105"
"6352","0.9689","0.9689","0.9689"
"6353","1.345","1.345","1.345"
"6354","1.4436","1.4436","1.4436"
"6355","1.3495","1.3495","1.3495"
"6356","1.39","1.39","1.39"
"6357","1.142","1.142","1.142"
"6358","1.6671","1.6671","1.6671"
"6359","1.3553","1.3553","1.3553"
"6360","1.2025","1.2025","1.2025"
"6361","1.1305","1.1305","1.1305"
"6362","1.3579","1.3579","1.3579"
"6363","1.2032","1.2032","1.2032"
"6364","1.4123","1.4123","1.4123"
"6365","1.2085","1.2085","1.2085"
"6366","0.8548","0.8548","0.8548"
"6367","1.5992","1.5992","1.5992"
"6368","1.3755","1.3755","1.3755"
"6369","2.524","2.524","2.524"
"6370","1.5387","1.5387","1.5387"
"6371","1.1622","1.1622","1.1622"
"6372","1.5554","1.5554","1.5554"
"6373","1.5183","1.5183","1.5183"
"6374","1.2807","1.2807","1.2807"
"6375","2.1044","2.1044","2.1044"
"6376","1.3958","1.3958","1.3958"
"6377","1.6387","1.6387","1.6387"
"6378","1.2986","1.2986","1.2986"
"6379","1.0109","1.0109","1.0109"
"6380","1.8655","1.8655","1.8655"
"6381","1.2564","1.2564","1.2564"
"6382","1.5067","1.5067","1.5067"
"6383","1.4171","1.4171","1.4171"
"6384","1.7204","1.7204","1.7204"
"6385","1.2587","1.2587","1.2587"
"6386","1.5542","1.5542","1.5542"
"6387","1.1017","1.1017","1.1017"
"6388","1.2489","1.2489","1.2489"
"6389","1.4399","1.4399","1.4399"
"6390","1.5405","1.5405","1.5405"
"6391","1.866","1.866","1.866"
"6392","1.2759","1.2759","1.2759"
"6393","0.8534","0.8534","0.8534"
"6394","1.4969","1.4969","1.4969"
"6395","1.3922","1.3922","1.3922"
"6396","1.1458","1.1458","1.1458"
"6397","1.483","1.483","1.483"
"6398","1.2914","1.2914","1.2914"
"6399","1.4824","1.4824","1.4824"
"6400","1.6114","1.6114","1.6114"
"6401","1.1894","1.1894","1.1894"
"6402","1.2462","1.2462","1.2462"
"6403","1.7432","1.7432","1.7432"
"6404","1.2623","1.2623","1.2623"
"6405","2.245","2.245","2.245"
"6406","1.8311","1.8311","1.8311"
"6407","1.4335","1.4335","1.4335"
"6408","1.0935","1.0935","1.0935"
"6409","1.4436","1.4436","1.4436"
"6410","1.2619","1.2619","1.2619"
"6411","1.1095","1.1095","1.1095"
"6412","1.5105","1.5105","1.5105"
"6413","1.6948","1.6948","1.6948"
"6414","1.516","1.516","1.516"
"6415","1.3715","1.3715","1.3715"
"6416","1.6631","1.6631","1.6631"
"6417","1.6871","1.6871","1.6871"
"6418","1.368","1.368","1.368"
"6419","1.2479","1.2479","1.2479"
"6420","1.693","1.693","1.693"
"6421","1.8242","1.8242","1.8242"
