"Step","solar-firebrand-9 - train/loss","solar-firebrand-9 - train/loss__MIN","solar-firebrand-9 - train/loss__MAX"
"2161","1.4288","1.4288","1.4288"
"2162","1.2241","1.2241","1.2241"
"2163","1.4482","1.4482","1.4482"
"2164","1.3565","1.3565","1.3565"
"2165","1.5387","1.5387","1.5387"
"2166","1.3891","1.3891","1.3891"
"2167","1.3723","1.3723","1.3723"
"2168","1.303","1.303","1.303"
"2169","1.3306","1.3306","1.3306"
"2170","1.5598","1.5598","1.5598"
"2171","1.461","1.461","1.461"
"2172","1.5382","1.5382","1.5382"
"2173","1.5313","1.5313","1.5313"
"2174","1.5333","1.5333","1.5333"
"2175","1.8253","1.8253","1.8253"
"2176","1.8019","1.8019","1.8019"
"2177","1.3877","1.3877","1.3877"
"2178","1.5735","1.5735","1.5735"
"2179","1.4373","1.4373","1.4373"
"2180","1.3502","1.3502","1.3502"
"2181","1.3714","1.3714","1.3714"
"2182","1.1519","1.1519","1.1519"
"2183","1.4442","1.4442","1.4442"
"2184","1.5035","1.5035","1.5035"
"2185","1.2934","1.2934","1.2934"
"2186","1.5615","1.5615","1.5615"
"2187","1.5454","1.5454","1.5454"
"2188","1.9718","1.9718","1.9718"
"2189","1.6905","1.6905","1.6905"
"2190","1.4164","1.4164","1.4164"
"2191","1.692","1.692","1.692"
"2192","1.6155","1.6155","1.6155"
"2193","1.3838","1.3838","1.3838"
"2194","1.5431","1.5431","1.5431"
"2195","1.9161","1.9161","1.9161"
"2196","1.5227","1.5227","1.5227"
"2197","1.6409","1.6409","1.6409"
"2198","1.437","1.437","1.437"
"2199","1.428","1.428","1.428"
"2200","1.5555","1.5555","1.5555"
"2201","1.6753","1.6753","1.6753"
"2202","1.3456","1.3456","1.3456"
"2203","1.655","1.655","1.655"
"2204","1.5431","1.5431","1.5431"
"2205","1.21","1.21","1.21"
"2206","1.4761","1.4761","1.4761"
"2207","1.8517","1.8517","1.8517"
"2208","1.4649","1.4649","1.4649"
"2209","1.7147","1.7147","1.7147"
"2210","1.8774","1.8774","1.8774"
"2211","1.4998","1.4998","1.4998"
"2212","1.62","1.62","1.62"
"2213","1.099","1.099","1.099"
"2214","1.5674","1.5674","1.5674"
"2215","1.2645","1.2645","1.2645"
"2216","1.4402","1.4402","1.4402"
"2217","1.768","1.768","1.768"
"2218","1.6573","1.6573","1.6573"
"2219","1.3712","1.3712","1.3712"
"2220","1.613","1.613","1.613"
"2221","1.3818","1.3818","1.3818"
"2222","1.3945","1.3945","1.3945"
"2223","1.4828","1.4828","1.4828"
"2224","1.2439","1.2439","1.2439"
"2225","1.255","1.255","1.255"
"2226","1.4785","1.4785","1.4785"
"2227","1.2635","1.2635","1.2635"
"2228","1.2995","1.2995","1.2995"
"2229","0.8876","0.8876","0.8876"
"2230","1.3231","1.3231","1.3231"
"2231","1.501","1.501","1.501"
"2232","1.3758","1.3758","1.3758"
"2233","1.5111","1.5111","1.5111"
"2234","1.8275","1.8275","1.8275"
"2235","1.5281","1.5281","1.5281"
"2236","1.3828","1.3828","1.3828"
"2237","1.5947","1.5947","1.5947"
"2238","1.257","1.257","1.257"
"2239","1.418","1.418","1.418"
"2240","1.5156","1.5156","1.5156"
"2241","1.73","1.73","1.73"
"2242","1.5534","1.5534","1.5534"
"2243","1.6227","1.6227","1.6227"
"2244","1.6476","1.6476","1.6476"
"2245","1.7187","1.7187","1.7187"
"2246","1.42","1.42","1.42"
"2247","1.4354","1.4354","1.4354"
"2248","1.4065","1.4065","1.4065"
"2249","1.4103","1.4103","1.4103"
"2250","1.3928","1.3928","1.3928"
"2251","1.2706","1.2706","1.2706"
"2252","1.4301","1.4301","1.4301"
"2253","1.2552","1.2552","1.2552"
"2254","1.5989","1.5989","1.5989"
"2255","1.3481","1.3481","1.3481"
"2256","1.7277","1.7277","1.7277"
"2257","1.3898","1.3898","1.3898"
"2258","1.4773","1.4773","1.4773"
"2259","1.4249","1.4249","1.4249"
"2260","1.5038","1.5038","1.5038"
"2261","1.5344","1.5344","1.5344"
"2262","1.7095","1.7095","1.7095"
"2263","1.4361","1.4361","1.4361"
"2264","1.3241","1.3241","1.3241"
"2265","1.2645","1.2645","1.2645"
"2266","1.7949","1.7949","1.7949"
"2267","1.6301","1.6301","1.6301"
"2268","1.4146","1.4146","1.4146"
"2269","1.6552","1.6552","1.6552"
"2270","1.5582","1.5582","1.5582"
"2271","1.2878","1.2878","1.2878"
"2272","1.7167","1.7167","1.7167"
"2273","1.4882","1.4882","1.4882"
"2274","1.35","1.35","1.35"
"2275","1.369","1.369","1.369"
"2276","1.7317","1.7317","1.7317"
"2277","1.4631","1.4631","1.4631"
"2278","1.8532","1.8532","1.8532"
"2279","1.3823","1.3823","1.3823"
"2280","1.3932","1.3932","1.3932"
"2281","1.4175","1.4175","1.4175"
"2282","1.7836","1.7836","1.7836"
"2283","1.411","1.411","1.411"
"2284","1.3708","1.3708","1.3708"
"2285","1.277","1.277","1.277"
"2286","1.2655","1.2655","1.2655"
"2287","1.7323","1.7323","1.7323"
"2288","1.4622","1.4622","1.4622"
"2289","1.8053","1.8053","1.8053"
"2290","1.3211","1.3211","1.3211"
"2291","1.467","1.467","1.467"
"2292","1.4043","1.4043","1.4043"
"2293","1.789","1.789","1.789"
"2294","1.4398","1.4398","1.4398"
"2295","1.6093","1.6093","1.6093"
"2296","1.6125","1.6125","1.6125"
"2297","1.0009","1.0009","1.0009"
"2298","1.0966","1.0966","1.0966"
"2299","1.6679","1.6679","1.6679"
"2300","1.5117","1.5117","1.5117"
"2301","1.5902","1.5902","1.5902"
"2302","1.1092","1.1092","1.1092"
"2303","1.3532","1.3532","1.3532"
"2304","1.4352","1.4352","1.4352"
"2305","1.2177","1.2177","1.2177"
"2306","1.5321","1.5321","1.5321"
"2307","1.532","1.532","1.532"
"2308","1.4226","1.4226","1.4226"
"2309","1.9737","1.9737","1.9737"
"2310","1.4147","1.4147","1.4147"
"2311","1.1335","1.1335","1.1335"
"2312","1.271","1.271","1.271"
"2313","1.4096","1.4096","1.4096"
"2314","1.4567","1.4567","1.4567"
"2315","1.4617","1.4617","1.4617"
"2316","1.6551","1.6551","1.6551"
"2317","1.877","1.877","1.877"
"2318","1.1179","1.1179","1.1179"
"2319","1.4836","1.4836","1.4836"
"2320","1.2518","1.2518","1.2518"
"2321","0.9907","0.9907","0.9907"
"2322","1.3959","1.3959","1.3959"
"2323","1.4651","1.4651","1.4651"
"2324","1.3091","1.3091","1.3091"
"2325","1.8033","1.8033","1.8033"
"2326","1.2552","1.2552","1.2552"
"2327","1.0469","1.0469","1.0469"
"2328","1.7251","1.7251","1.7251"
"2329","1.3991","1.3991","1.3991"
"2330","1.6657","1.6657","1.6657"
"2331","1.0188","1.0188","1.0188"
"2332","1.0682","1.0682","1.0682"
"2333","1.2826","1.2826","1.2826"
"2334","1.5863","1.5863","1.5863"
"2335","1.6772","1.6772","1.6772"
"2336","1.3132","1.3132","1.3132"
"2337","1.1855","1.1855","1.1855"
"2338","1.5865","1.5865","1.5865"
"2339","1.7075","1.7075","1.7075"
"2340","1.7534","1.7534","1.7534"
"2341","1.6448","1.6448","1.6448"
"2342","1.6806","1.6806","1.6806"
"2343","1.5293","1.5293","1.5293"
"2344","1.8554","1.8554","1.8554"
"2345","1.4505","1.4505","1.4505"
"2346","1.5644","1.5644","1.5644"
"2347","1.0173","1.0173","1.0173"
"2348","1.3557","1.3557","1.3557"
"2349","1.8535","1.8535","1.8535"
"2350","1.2038","1.2038","1.2038"
"2351","1.6078","1.6078","1.6078"
"2352","1.4649","1.4649","1.4649"
"2353","1.244","1.244","1.244"
"2354","1.3818","1.3818","1.3818"
"2355","1.4924","1.4924","1.4924"
"2356","1.1381","1.1381","1.1381"
"2357","1.1477","1.1477","1.1477"
"2358","1.777","1.777","1.777"
"2359","1.6611","1.6611","1.6611"
"2360","1.9129","1.9129","1.9129"
"2361","1.3775","1.3775","1.3775"
"2362","1.3106","1.3106","1.3106"
"2363","1.2932","1.2932","1.2932"
"2364","1.5595","1.5595","1.5595"
"2365","1.3551","1.3551","1.3551"
"2366","1.1767","1.1767","1.1767"
"2367","1.658","1.658","1.658"
"2368","1.7022","1.7022","1.7022"
"2369","0.9501","0.9501","0.9501"
"2370","1.5814","1.5814","1.5814"
"2371","1.4558","1.4558","1.4558"
"2372","1.0089","1.0089","1.0089"
"2373","1.4398","1.4398","1.4398"
"2374","1.7334","1.7334","1.7334"
"2375","1.6143","1.6143","1.6143"
"2376","1.3726","1.3726","1.3726"
"2377","1.1386","1.1386","1.1386"
"2378","1.4651","1.4651","1.4651"
"2379","1.3701","1.3701","1.3701"
"2380","1.5197","1.5197","1.5197"
"2381","1.426","1.426","1.426"
"2382","1.2449","1.2449","1.2449"
"2383","1.2181","1.2181","1.2181"
"2384","1.2037","1.2037","1.2037"
"2385","1.7925","1.7925","1.7925"
"2386","1.274","1.274","1.274"
"2387","1.4739","1.4739","1.4739"
"2388","1.5151","1.5151","1.5151"
"2389","1.8408","1.8408","1.8408"
"2390","1.4533","1.4533","1.4533"
"2391","1.5461","1.5461","1.5461"
"2392","1.4268","1.4268","1.4268"
"2393","1.4957","1.4957","1.4957"
"2394","1.473","1.473","1.473"
"2395","1.3138","1.3138","1.3138"
"2396","1.3825","1.3825","1.3825"
"2397","1.858","1.858","1.858"
"2398","1.6164","1.6164","1.6164"
"2399","1.4595","1.4595","1.4595"
"2400","1.6149","1.6149","1.6149"
"2401","1.3073","1.3073","1.3073"
"2402","1.1859","1.1859","1.1859"
"2403","1.1395","1.1395","1.1395"
"2404","1.3279","1.3279","1.3279"
"2405","1.3483","1.3483","1.3483"
"2406","1.4732","1.4732","1.4732"
"2407","1.5049","1.5049","1.5049"
"2408","1.4888","1.4888","1.4888"
"2409","1.5146","1.5146","1.5146"
"2410","1.852","1.852","1.852"
"2411","1.1881","1.1881","1.1881"
"2412","1.5703","1.5703","1.5703"
"2413","1.4342","1.4342","1.4342"
"2414","1.8796","1.8796","1.8796"
"2415","1.4437","1.4437","1.4437"
"2416","1.3876","1.3876","1.3876"
"2417","1.5326","1.5326","1.5326"
"2418","1.3894","1.3894","1.3894"
"2419","1.2871","1.2871","1.2871"
"2420","1.281","1.281","1.281"
"2421","1.4594","1.4594","1.4594"
"2422","1.6445","1.6445","1.6445"
"2423","1.5076","1.5076","1.5076"
"2424","1.6503","1.6503","1.6503"
"2425","1.8335","1.8335","1.8335"
"2426","1.2536","1.2536","1.2536"
"2427","1.3505","1.3505","1.3505"
"2428","1.4517","1.4517","1.4517"
"2429","1.6118","1.6118","1.6118"
"2430","1.5914","1.5914","1.5914"
"2431","1.6861","1.6861","1.6861"
"2432","1.5058","1.5058","1.5058"
"2433","1.4663","1.4663","1.4663"
"2434","1.1483","1.1483","1.1483"
"2435","1.0976","1.0976","1.0976"
"2436","1.463","1.463","1.463"
"2437","1.2414","1.2414","1.2414"
"2438","1.4346","1.4346","1.4346"
"2439","1.2017","1.2017","1.2017"
"2440","1.3711","1.3711","1.3711"
"2441","1.3313","1.3313","1.3313"
"2442","1.4096","1.4096","1.4096"
"2443","1.3885","1.3885","1.3885"
"2444","1.6167","1.6167","1.6167"
"2445","1.7006","1.7006","1.7006"
"2446","1.5599","1.5599","1.5599"
"2447","1.7731","1.7731","1.7731"
"2448","1.2458","1.2458","1.2458"
"2449","1.7029","1.7029","1.7029"
"2450","1.7061","1.7061","1.7061"
"2451","1.678","1.678","1.678"
"2452","1.3864","1.3864","1.3864"
"2453","1.2703","1.2703","1.2703"
"2454","1.7032","1.7032","1.7032"
"2455","1.3171","1.3171","1.3171"
"2456","1.7506","1.7506","1.7506"
"2457","1.5385","1.5385","1.5385"
"2458","1.4001","1.4001","1.4001"
"2459","1.2838","1.2838","1.2838"
"2460","1.3204","1.3204","1.3204"
"2461","1.3723","1.3723","1.3723"
"2462","1.2929","1.2929","1.2929"
"2463","1.7932","1.7932","1.7932"
"2464","1.3706","1.3706","1.3706"
"2465","1.3764","1.3764","1.3764"
"2466","1.5451","1.5451","1.5451"
"2467","1.1776","1.1776","1.1776"
"2468","1.1941","1.1941","1.1941"
"2469","1.4082","1.4082","1.4082"
"2470","1.4944","1.4944","1.4944"
"2471","1.2973","1.2973","1.2973"
"2472","1.5993","1.5993","1.5993"
"2473","1.4191","1.4191","1.4191"
"2474","1.5587","1.5587","1.5587"
"2475","1.3931","1.3931","1.3931"
"2476","1.6478","1.6478","1.6478"
"2477","1.4546","1.4546","1.4546"
"2478","1.3301","1.3301","1.3301"
"2479","1.2811","1.2811","1.2811"
"2480","1.6086","1.6086","1.6086"
"2481","1.4194","1.4194","1.4194"
"2482","1.4171","1.4171","1.4171"
"2483","1.545","1.545","1.545"
"2484","1.5962","1.5962","1.5962"
"2485","1.5297","1.5297","1.5297"
"2486","1.3955","1.3955","1.3955"
"2487","1.4521","1.4521","1.4521"
"2488","1.5401","1.5401","1.5401"
"2489","1.2886","1.2886","1.2886"
"2490","1.5273","1.5273","1.5273"
"2491","1.4175","1.4175","1.4175"
"2492","1.4098","1.4098","1.4098"
"2493","1.6503","1.6503","1.6503"
"2494","1.5336","1.5336","1.5336"
"2495","1.2302","1.2302","1.2302"
"2496","1.4595","1.4595","1.4595"
"2497","1.3294","1.3294","1.3294"
"2498","1.5726","1.5726","1.5726"
"2499","1.2337","1.2337","1.2337"
"2500","1.2732","1.2732","1.2732"
"2501","1.422","1.422","1.422"
"2502","1.6875","1.6875","1.6875"
"2503","1.4587","1.4587","1.4587"
"2504","1.4327","1.4327","1.4327"
"2505","1.553","1.553","1.553"
"2506","1.5342","1.5342","1.5342"
"2507","1.4534","1.4534","1.4534"
"2508","1.5446","1.5446","1.5446"
"2509","1.5944","1.5944","1.5944"
"2510","1.4843","1.4843","1.4843"
"2511","1.8633","1.8633","1.8633"
"2512","1.4275","1.4275","1.4275"
"2513","1.5939","1.5939","1.5939"
"2514","1.427","1.427","1.427"
"2515","1.2086","1.2086","1.2086"
"2516","1.3835","1.3835","1.3835"
"2517","1.6264","1.6264","1.6264"
"2518","1.4734","1.4734","1.4734"
"2519","1.3298","1.3298","1.3298"
"2520","1.3674","1.3674","1.3674"
"2521","1.3571","1.3571","1.3571"
"2522","1.5823","1.5823","1.5823"
"2523","1.2206","1.2206","1.2206"
"2524","1.9351","1.9351","1.9351"
"2525","1.2877","1.2877","1.2877"
"2526","1.643","1.643","1.643"
"2527","1.5481","1.5481","1.5481"
"2528","1.1641","1.1641","1.1641"
"2529","1.2825","1.2825","1.2825"
"2530","1.4917","1.4917","1.4917"
"2531","1.244","1.244","1.244"
"2532","1.4911","1.4911","1.4911"
"2533","1.2409","1.2409","1.2409"
"2534","1.4083","1.4083","1.4083"
"2535","1.7813","1.7813","1.7813"
"2536","0.999","0.999","0.999"
"2537","1.5337","1.5337","1.5337"
"2538","1.6157","1.6157","1.6157"
"2539","1.6507","1.6507","1.6507"
"2540","1.3272","1.3272","1.3272"
"2541","1.3584","1.3584","1.3584"
"2542","1.5203","1.5203","1.5203"
"2543","1.1839","1.1839","1.1839"
"2544","1.2565","1.2565","1.2565"
"2545","1.3979","1.3979","1.3979"
"2546","1.5192","1.5192","1.5192"
"2547","1.863","1.863","1.863"
"2548","1.296","1.296","1.296"
"2549","1.3655","1.3655","1.3655"
"2550","1.6015","1.6015","1.6015"
"2551","1.3507","1.3507","1.3507"
"2552","1.6059","1.6059","1.6059"
"2553","1.3218","1.3218","1.3218"
"2554","1.3246","1.3246","1.3246"
"2555","1.6496","1.6496","1.6496"
"2556","1.2874","1.2874","1.2874"
"2557","0.9694","0.9694","0.9694"
"2558","1.5152","1.5152","1.5152"
"2559","1.3962","1.3962","1.3962"
"2560","1.2267","1.2267","1.2267"
"2561","1.9662","1.9662","1.9662"
"2562","1.3984","1.3984","1.3984"
"2563","1.5247","1.5247","1.5247"
"2564","1.5809","1.5809","1.5809"
"2565","1.3607","1.3607","1.3607"
"2566","1.8449","1.8449","1.8449"
"2567","1.4123","1.4123","1.4123"
"2568","1.515","1.515","1.515"
"2569","1.3453","1.3453","1.3453"
"2570","1.1411","1.1411","1.1411"
"2571","1.3009","1.3009","1.3009"
"2572","1.1285","1.1285","1.1285"
"2573","1.1421","1.1421","1.1421"
"2574","1.6083","1.6083","1.6083"
"2575","1.9301","1.9301","1.9301"
"2576","1.5633","1.5633","1.5633"
"2577","1.0485","1.0485","1.0485"
"2578","1.496","1.496","1.496"
"2579","1.1067","1.1067","1.1067"
"2580","1.5176","1.5176","1.5176"
"2581","1.4002","1.4002","1.4002"
"2582","1.2385","1.2385","1.2385"
"2583","1.6302","1.6302","1.6302"
"2584","1.5003","1.5003","1.5003"
"2585","1.4862","1.4862","1.4862"
"2586","1.3471","1.3471","1.3471"
"2587","1.2972","1.2972","1.2972"
"2588","1.2243","1.2243","1.2243"
"2589","1.2493","1.2493","1.2493"
"2590","1.385","1.385","1.385"
"2591","1.5357","1.5357","1.5357"
"2592","1.8317","1.8317","1.8317"
"2593","1.3275","1.3275","1.3275"
"2594","1.6727","1.6727","1.6727"
"2595","1.5639","1.5639","1.5639"
"2596","1.1498","1.1498","1.1498"
"2597","1.5425","1.5425","1.5425"
"2598","1.4765","1.4765","1.4765"
"2599","0.8195","0.8195","0.8195"
"2600","1.6783","1.6783","1.6783"
"2601","1.3847","1.3847","1.3847"
"2602","1.432","1.432","1.432"
"2603","1.6379","1.6379","1.6379"
"2604","1.0602","1.0602","1.0602"
"2605","1.4196","1.4196","1.4196"
"2606","1.664","1.664","1.664"
"2607","1.32","1.32","1.32"
"2608","1.2194","1.2194","1.2194"
"2609","1.4071","1.4071","1.4071"
"2610","1.8994","1.8994","1.8994"
"2611","1.3634","1.3634","1.3634"
"2612","1.2285","1.2285","1.2285"
"2613","1.3222","1.3222","1.3222"
"2614","1.456","1.456","1.456"
"2615","1.2758","1.2758","1.2758"
"2616","1.2067","1.2067","1.2067"
"2617","1.3031","1.3031","1.3031"
"2618","1.2025","1.2025","1.2025"
"2619","1.6349","1.6349","1.6349"
"2620","1.2777","1.2777","1.2777"
"2621","1.8641","1.8641","1.8641"
"2622","1.5838","1.5838","1.5838"
"2623","1.0895","1.0895","1.0895"
"2624","1.4317","1.4317","1.4317"
"2625","1.3128","1.3128","1.3128"
"2626","1.3323","1.3323","1.3323"
"2627","1.5856","1.5856","1.5856"
"2628","1.2113","1.2113","1.2113"
"2629","1.3027","1.3027","1.3027"
"2630","1.6217","1.6217","1.6217"
"2631","1.446","1.446","1.446"
"2632","1.5618","1.5618","1.5618"
"2633","1.3295","1.3295","1.3295"
"2634","1.2854","1.2854","1.2854"
"2635","1.8368","1.8368","1.8368"
"2636","1.8096","1.8096","1.8096"
"2637","1.3532","1.3532","1.3532"
"2638","1.5283","1.5283","1.5283"
"2639","1.2829","1.2829","1.2829"
"2640","1.7639","1.7639","1.7639"
"2641","1.1783","1.1783","1.1783"
"2642","1.2068","1.2068","1.2068"
"2643","1.4679","1.4679","1.4679"
"2644","1.6088","1.6088","1.6088"
"2645","1.4691","1.4691","1.4691"
"2646","2.0128","2.0128","2.0128"
"2647","1.2331","1.2331","1.2331"
"2648","1.4156","1.4156","1.4156"
"2649","1.3645","1.3645","1.3645"
"2650","1.5826","1.5826","1.5826"
"2651","1.3935","1.3935","1.3935"
"2652","1.4581","1.4581","1.4581"
"2653","1.3052","1.3052","1.3052"
"2654","1.1873","1.1873","1.1873"
"2655","1.8669","1.8669","1.8669"
"2656","1.2744","1.2744","1.2744"
"2657","1.7732","1.7732","1.7732"
"2658","1.1855","1.1855","1.1855"
"2659","1.3868","1.3868","1.3868"
"2660","1.3725","1.3725","1.3725"
"2661","1.4722","1.4722","1.4722"
"2662","1.1979","1.1979","1.1979"
"2663","1.4982","1.4982","1.4982"
"2664","1.0397","1.0397","1.0397"
"2665","1.2202","1.2202","1.2202"
"2666","1.4254","1.4254","1.4254"
"2667","1.3702","1.3702","1.3702"
"2668","1.3675","1.3675","1.3675"
"2669","1.5244","1.5244","1.5244"
"2670","1.7147","1.7147","1.7147"
"2671","1.5657","1.5657","1.5657"
"2672","1.4071","1.4071","1.4071"
"2673","1.0629","1.0629","1.0629"
"2674","1.9651","1.9651","1.9651"
"2675","1.8043","1.8043","1.8043"
"2676","1.4108","1.4108","1.4108"
"2677","1.2299","1.2299","1.2299"
"2678","1.2754","1.2754","1.2754"
"2679","1.4334","1.4334","1.4334"
"2680","1.3451","1.3451","1.3451"
"2681","1.6709","1.6709","1.6709"
"2682","1.4236","1.4236","1.4236"
"2683","1.3011","1.3011","1.3011"
"2684","1.6144","1.6144","1.6144"
"2685","1.8171","1.8171","1.8171"
"2686","1.6427","1.6427","1.6427"
"2687","1.3413","1.3413","1.3413"
"2688","1.3187","1.3187","1.3187"
"2689","1.6494","1.6494","1.6494"
"2690","1.4613","1.4613","1.4613"
"2691","1.2668","1.2668","1.2668"
"2692","1.4989","1.4989","1.4989"
"2693","1.5615","1.5615","1.5615"
"2694","1.4908","1.4908","1.4908"
"2695","1.4351","1.4351","1.4351"
"2696","1.4268","1.4268","1.4268"
"2697","1.3182","1.3182","1.3182"
"2698","1.6889","1.6889","1.6889"
"2699","1.2295","1.2295","1.2295"
"2700","1.6719","1.6719","1.6719"
"2701","1.7299","1.7299","1.7299"
"2702","1.4422","1.4422","1.4422"
"2703","1.804","1.804","1.804"
"2704","2.0075","2.0075","2.0075"
"2705","1.7488","1.7488","1.7488"
"2706","1.5431","1.5431","1.5431"
"2707","1.5792","1.5792","1.5792"
"2708","1.8255","1.8255","1.8255"
"2709","1.7079","1.7079","1.7079"
"2710","1.2394","1.2394","1.2394"
"2711","1.5116","1.5116","1.5116"
"2712","1.5895","1.5895","1.5895"
"2713","1.5744","1.5744","1.5744"
"2714","1.5121","1.5121","1.5121"
"2715","1.7704","1.7704","1.7704"
"2716","1.89","1.89","1.89"
"2717","1.4422","1.4422","1.4422"
"2718","1.6288","1.6288","1.6288"
"2719","1.3326","1.3326","1.3326"
"2720","1.1445","1.1445","1.1445"
"2721","1.4854","1.4854","1.4854"
"2722","1.273","1.273","1.273"
"2723","1.5211","1.5211","1.5211"
"2724","1.5724","1.5724","1.5724"
"2725","1.2703","1.2703","1.2703"
"2726","1.6818","1.6818","1.6818"
"2727","1.7372","1.7372","1.7372"
"2728","1.2761","1.2761","1.2761"
"2729","1.398","1.398","1.398"
"2730","1.1219","1.1219","1.1219"
"2731","1.4734","1.4734","1.4734"
"2732","1.4953","1.4953","1.4953"
"2733","1.3844","1.3844","1.3844"
"2734","1.4886","1.4886","1.4886"
"2735","1.8182","1.8182","1.8182"
"2736","1.474","1.474","1.474"
"2737","1.4045","1.4045","1.4045"
"2738","1.4579","1.4579","1.4579"
"2739","1.2082","1.2082","1.2082"
"2740","1.2223","1.2223","1.2223"
"2741","1.4053","1.4053","1.4053"
"2742","1.2841","1.2841","1.2841"
"2743","1.3266","1.3266","1.3266"
"2744","1.4719","1.4719","1.4719"
"2745","1.3699","1.3699","1.3699"
"2746","1.3817","1.3817","1.3817"
"2747","1.3714","1.3714","1.3714"
"2748","1.4228","1.4228","1.4228"
"2749","1.3849","1.3849","1.3849"
"2750","1.1951","1.1951","1.1951"
"2751","1.3687","1.3687","1.3687"
"2752","1.7523","1.7523","1.7523"
"2753","1.39","1.39","1.39"
"2754","1.7014","1.7014","1.7014"
"2755","1.4219","1.4219","1.4219"
"2756","1.3966","1.3966","1.3966"
"2757","1.2906","1.2906","1.2906"
"2758","1.4072","1.4072","1.4072"
"2759","1.6103","1.6103","1.6103"
"2760","1.8215","1.8215","1.8215"
"2761","1.6936","1.6936","1.6936"
"2762","1.7728","1.7728","1.7728"
"2763","1.16","1.16","1.16"
"2764","1.5046","1.5046","1.5046"
"2765","1.3034","1.3034","1.3034"
"2766","1.2494","1.2494","1.2494"
"2767","1.6819","1.6819","1.6819"
"2768","1.68","1.68","1.68"
"2769","1.3406","1.3406","1.3406"
"2770","1.2605","1.2605","1.2605"
"2771","1.2473","1.2473","1.2473"
"2772","1.6737","1.6737","1.6737"
"2773","1.6801","1.6801","1.6801"
"2774","1.4544","1.4544","1.4544"
"2775","1.5328","1.5328","1.5328"
"2776","1.5065","1.5065","1.5065"
"2777","1.2904","1.2904","1.2904"
"2778","1.6503","1.6503","1.6503"
"2779","1.4357","1.4357","1.4357"
"2780","1.6575","1.6575","1.6575"
"2781","1.4466","1.4466","1.4466"
"2782","1.545","1.545","1.545"
"2783","1.6907","1.6907","1.6907"
"2784","1.4867","1.4867","1.4867"
"2785","1.2533","1.2533","1.2533"
"2786","1.4263","1.4263","1.4263"
"2787","1.4334","1.4334","1.4334"
"2788","1.3035","1.3035","1.3035"
"2789","1.1475","1.1475","1.1475"
"2790","1.8813","1.8813","1.8813"
"2791","1.8549","1.8549","1.8549"
"2792","1.5288","1.5288","1.5288"
"2793","1.6579","1.6579","1.6579"
"2794","1.4999","1.4999","1.4999"
"2795","1.2676","1.2676","1.2676"
"2796","1.6551","1.6551","1.6551"
"2797","1.3808","1.3808","1.3808"
"2798","1.9678","1.9678","1.9678"
"2799","1.2706","1.2706","1.2706"
"2800","1.2987","1.2987","1.2987"
"2801","1.464","1.464","1.464"
"2802","1.4272","1.4272","1.4272"
"2803","1.1197","1.1197","1.1197"
"2804","1.2909","1.2909","1.2909"
"2805","1.2404","1.2404","1.2404"
"2806","1.3399","1.3399","1.3399"
"2807","1.68","1.68","1.68"
"2808","1.3878","1.3878","1.3878"
"2809","1.434","1.434","1.434"
"2810","1.4869","1.4869","1.4869"
"2811","1.7565","1.7565","1.7565"
"2812","1.5885","1.5885","1.5885"
"2813","1.3822","1.3822","1.3822"
"2814","1.3779","1.3779","1.3779"
"2815","1.4003","1.4003","1.4003"
"2816","1.6216","1.6216","1.6216"
"2817","1.5583","1.5583","1.5583"
"2818","1.6037","1.6037","1.6037"
"2819","1.7966","1.7966","1.7966"
"2820","1.2508","1.2508","1.2508"
"2821","1.3661","1.3661","1.3661"
"2822","1.4932","1.4932","1.4932"
"2823","1.7145","1.7145","1.7145"
"2824","1.3631","1.3631","1.3631"
"2825","1.2949","1.2949","1.2949"
"2826","1.3711","1.3711","1.3711"
"2827","1.6063","1.6063","1.6063"
"2828","1.3728","1.3728","1.3728"
"2829","2.251","2.251","2.251"
"2830","1.6941","1.6941","1.6941"
"2831","1.666","1.666","1.666"
"2832","1.4212","1.4212","1.4212"
"2833","1.5218","1.5218","1.5218"
"2834","1.183","1.183","1.183"
"2835","1.3113","1.3113","1.3113"
"2836","1.6868","1.6868","1.6868"
"2837","1.3108","1.3108","1.3108"
"2838","1.1407","1.1407","1.1407"
"2839","1.7009","1.7009","1.7009"
"2840","1.4119","1.4119","1.4119"
"2841","1.3516","1.3516","1.3516"
"2842","1.6694","1.6694","1.6694"
"2843","1.4931","1.4931","1.4931"
"2844","1.5493","1.5493","1.5493"
"2845","1.6146","1.6146","1.6146"
"2846","1.1674","1.1674","1.1674"
"2847","1.9087","1.9087","1.9087"
"2848","1.7891","1.7891","1.7891"
"2849","1.2867","1.2867","1.2867"
"2850","1.6665","1.6665","1.6665"
"2851","1.5679","1.5679","1.5679"
"2852","1.3795","1.3795","1.3795"
"2853","1.4393","1.4393","1.4393"
"2854","1.6136","1.6136","1.6136"
"2855","1.3982","1.3982","1.3982"
"2856","1.3072","1.3072","1.3072"
"2857","1.4242","1.4242","1.4242"
"2858","1.1891","1.1891","1.1891"
"2859","1.5903","1.5903","1.5903"
"2860","1.9231","1.9231","1.9231"
"2861","1.5657","1.5657","1.5657"
"2862","1.6144","1.6144","1.6144"
"2863","1.274","1.274","1.274"
"2864","1.5276","1.5276","1.5276"
"2865","1.3986","1.3986","1.3986"
"2866","1.1029","1.1029","1.1029"
"2867","1.6247","1.6247","1.6247"
